X_test,y_test
if you love her then hide yo bitch so youll keep shorty,offensive
my tbt i learn the english from that jabroni big bird but i break his fucking neck,offensive
if a bitch tries to get crazy tomorrow,offensive
they some bitch ass niggas,offensive
this beat deserves hennessey a bad bitch amp a bag of weed the holy trinity,offensive
unintended consequences of the current fed regulations trays of uneaten food thrown in the trash hungry kids,neutral
just like when i call someone a nigger its not because theyre black its about how they act like a nigger,hate_speech
im off whenever i feel like it im off til monday and you put in your two weeks flip them the bird mannn,neutral
bitch you be lagging lol,offensive
yes das def da problemif histeacher was a spear chucker he woulda gt both dose rite,neutral
i dont fuck with bitch niggas i only fuck niggas bitches128556,hate_speech
128514128514alright fag what about this,hate_speech
8220 if yo pussy stank u wasnt raised correctly8221lmao,offensive
how would u know if i dont fuck with you exactly you dont wtf i got shut your retarded ass up,hate_speech
its gonna bring it down though unless its turning into a welt already like a bubble wit pussy gotta pop it an itll be gone,offensive
wish i coulda said more to tonight good seeing you fag 128540,hate_speech
like a hoe gettin dick all day and then tonight she gettin more,offensive
blunt to the head fuck feds i eat pussy till my tongue red,offensive
if not then you are a coward and afraid showing you have no faithjust another devils bitch,offensive
ayo i even kill handicapped and crippled bitcheslook at my scalp real close and youll see triple sixes,hate_speech
i went to college every college got a bird class where u can get ya friend to sign u in amp get an a out the class rashad 8230,neutral
how you gonna compare sushi to pussy tho there aint no dicks going in your sushi 128514,offensive
fucking gook,hate_speech
vegeta is a little bitch teamgoku,offensive
forget your typical graduation speech charlie day manages to be hilarious and inspirational in today8217s mifvotd,neutral
not funny u faggot,hate_speech
fat ass hoe holding up the machine,hate_speech
man most of you coons couldnt jus up in quit yo job if you found out ya boss racist so shut tha fucc up niggas love 8230,hate_speech
greta you let a fag do this to me i thought we were cool,offensive
not trying to follow any spooks no offense,hate_speech
californias biggest retards dont forget about holy who just released an amazing ep,hate_speech
will you sell that pussy for me,offensive
jayz got 1 of the baddest eva that proves men dont really need to look good to pull these hoes want security,offensive
porch monkey 4 life,hate_speech
bitches who smoke cigs are disgusting cuh,offensive
9733 best asian massage on the park slope top rated spa 9733 7186220221 24,neutral
damn lol rt janay rice speaks on the domestic violence costume that mocks her marriage,neutral
be gone my nigguh,hate_speech
ill throw a cheeseburger at her bitch ass,offensive
older black guy at factory i know none of these coons i work with tipped so heres 15 he was right too 128514128514128514,offensive
that fat bitch thats always on the phone just walked in 128074128074998665039998665039,offensive
why you think all these niggas end up with all these kids fucking ugly bitches,hate_speech
mitt romney gone take away weave if he become president hoes gone be walkin around looking like lil bill amp calliou,offensive
scarlett johansson,offensive
french word for potato translates as earth apple banana is long yellow tree apple submarines are big wet hollow kaboom apple,neutral
it be 30 below zero and hoes still go out like its 90 degrees plus tax,offensive
rip blood money shoryy was a rider blew dat 50 at shy glizzy bitch ass in his own city yea yea300,offensive
only faggots drive stick,hate_speech
no bitches nan,offensive
i wont get catfished anymore tho bc im no longer trying to stick myy pp into twitter hoes,offensive
that son of a bitch moment when youre walking around the house with socks on and step on a random wet spot,offensive
because idk if your still tryna get with her again or not 8212 bitch i might be,offensive
some lying ass hoes lol,hate_speech
happy birthday faggot 128536,hate_speech
youre all faggot fuckheads,hate_speech
fuck boi fag,hate_speech
been my main nigguh since digital camera selfies,hate_speech
thick red bones in style or nah 127817,neutral
loyalty is not dead gtfo dont marginalize me bitch,offensive
what got me into baseball well only a couple more days till all these legends will be retired core4 yankees,neutral
wat type of bitch ass nigga rape a innocent female,offensive
128514128514 fucc nicca yu pose to be pullin up,hate_speech
yea i listen to that hoe when i wake up,offensive
why did you release my nudes you cunt,offensive
lmao how niggas be with the side hoe,offensive
then this bitch singing sounds like a horse being choked,offensive
i just wanna slit this mf throat,hate_speech
hey dont be like a stupid white bitch in some horror movie asks america to hide from isis behind some chainsaws mkay,hate_speech
i remember his nephew lucas crying and dan saying quit being such a pussy and grow a pair or something 128514128557 dans so funny,hate_speech
8220 rt if u remember when steve from blue clues left us with that other bitch ass nigga joe,offensive
if you can stick one finger in your pussy and feel all 4 walls your still tight 128076,offensive
wats up with ppl calling me foriegn bitch now,offensive
but not disaster pussy that thing is a wreck,offensive
i guess my confessions trash because none of them got posted famu,neutral
i dont got any beef with you but tell yo boy alex to stop acting like bitch and bring his duck ass up here,offensive
yall folks basic ya parents both racist im lawyering these hoes out here beatin cases,offensive
im done with life im just ready to wake up and have pussy for breakfast everyday,offensive
some scandalous hoes then lmao,offensive
mary had a juicy clam was always good to go little touch of boated man and she began to flow hallmarknostracollecti8230,offensive
stepping away from the twitter beef im going to bed cause i gotta be up at 5 gotta go be a redneck asshole at my us8230,offensive
rt commence carpet bombing all iraq soldiers in this video executed by jihadis from tunis,hate_speech
the thing about working with black people these bitches never on fucking time then wanna complain about a short check bitch dietoday now,hate_speech
im tired of seeing this disturbing bitch with 3 tits,offensive
im so tipsy i just tried to relate hoes to mild sauce and make it relevant lol,offensive
always bro niggas get crazy in any weather rt this weather is trash odbut we gon get c8230,offensive
wyo bitch,offensive
anyone and everyone can have my ex fuck that hoe,offensive
anything to trash this black president,hate_speech
up with the birds to fish on the li river,neutral
so basically you like the background music fag,hate_speech
we dont love them hoes,offensive
neveraskablackperson if her hair is hers she will hit you with a bitch i bought it so its mine,hate_speech
women who are feminist are the ugly bitches who cant find a man for themselves,hate_speech
i sell dope i fuck hoes and make songs bout the shit i rob niggas for they work and dont feel wrong bout the shit,offensive
niggas are so fucking gay and they try to cancel it out by saying nah were bros its cool nahhhhhaahahahaha you a faggot bruh,hate_speech
it is bitch,offensive
people on this site are fucking retarded sometimes,hate_speech
i hate a bitch dat act like a nigga 128530,hate_speech
8220 lol this is why i dont fuck with so many bitches8221dont call her a bitch,offensive
lmaoooo rt everything on bet is trash rt brad rt white mike was on bet he cant be trash,neutral
