text,standardized_label,source
wow henry waxman gets caught in a classic charlie leduff segment after charlie comes to dc for todays gm hearing,neutral,davidson
sources say that charlie crist is on the phone with rick scott as i type this to concede,neutral,davidson
if i wasnt a yankee fan i probably would be a sf giants fan lol,neutral,original
just in case the day couldnt get better wifes rav 4 had a flat and being the redneck i am i put 16 inch rims on it so there goes 200x2,neutral,davidson
wow redskins dont want this,neutral,davidson
yee boy my yung nicca told me dat waxx,neutral,original
nerf the hell out of birds they no longer attack you at long range lower damage don8217t follow you forever,neutral,davidson
what is this the are doing today using those wooden things and making it all the way around the bases weird,neutral,davidson
5am whizzing crackers my cats got into the amp are now playing hockey with them lol crazycats,neutral,davidson
people who slam on the brakes at yellow lights should not be allowed to drive,neutral,davidson
this cowboys an redskins game was a hell of a game,neutral,davidson
nah i replied to you like i did to literally everyone else who called it trash go and check if you dont believe me,neutral,davidson
im wearing a sweater and its ike 80 degrees in my house,neutral,original
maybe not but you crow about obama and democrats so you are a mawbarmight as well be a republican,neutral,davidson
pnd is my jigga man,neutral,original
charlie sheen wants to return to two and a half men,neutral,davidson
polly want a cracker dumbto,neutral,original
you cant see it but im flipping you the bird,neutral,davidson
jihadi pop music debates 8220yo bro did you hear the latest abu yasser hit8221 8220no bro i8217m totally an abu hajar fan8221 undergroundculture,neutral,davidson
lol to get the yellow bleach stain out use a baking soda hydrogen peroxide paste on the stain and throw in the washer,neutral,davidson
cleaned all the bird nests out of the downspouts and ready for more rain the baby birds are out now respect the birdsand bees,neutral,davidson
george rockwell 2 of 3 speech at lynchberg armo8230 proud to say my uncle kelly was at this speech in 63,neutral,davidson
the only things you need in life are comfy shirts and oreos southernshirt,neutral,davidson
im getting trash talked by a 8 year old wtf,neutral,davidson
magnus the team leader was particularly rude and unhelpful as opposed to charlie who just blatantly lied awful service 8230,neutral,davidson
who needs twinkies when you got gansitos,neutral,davidson
teixeira on point tonight yankees,neutral,original
its pretty easy actually im just the cashier right now im eating those animal crackers lolol,neutral,davidson
best behaved kids ever at mommys commercial audition oreo mcflurries for everybody proudmom8230,neutral,davidson
oh yeah and the annoying damn duck calls they outta be banned duck horns,neutral,davidson
rumours that the boys will be touring around the world for otra tour and it will end in the ukireland as a welcome ho8230,neutral,davidson
well thats some cracker jack secret service work there jfk anyone,neutral,davidson
when i was little i remember laying horrified in bed as hand puppets held a mock trial convicting me of putting my hand up th8230,neutral,davidson
throw me in trash,neutral,davidson
they need to stop picking up ufcs trash though and build up there own fighters more,neutral,davidson
the song about pollo hermanos and heisenberg,neutral,original
2 iubb games when im in bloomington btown how good is that ncaa basketball college indiana iu hoosiers,neutral,original
i i havent watched a single episode of lhhny however im watching the reunion this coon shit i mean the levels of ratcheticity,neutral,davidson
according to you my place is in kitchen excuse me while i take out the trash,neutral,davidson
people rt this picture far and wide if for no other reason than it makes teabaggers with poor spelling really angry,neutral,davidson
so cute rt shy bunny,neutral,davidson
its a plane its a bird nah its just me doing laps around the dam lol,neutral,original
as long as the lakers trash from now on i could careless and thats real cc hahaha,neutral,davidson
bet they want a cookie bergbrain you mean like you want a cracker kinda bitter here today arentcha stribpol mngop mnleg,neutral,davidson
even shorter charlie sheen your move mel gibson,neutral,davidson
weird frosted colored lipgloss is weird,neutral,davidson
great start the morning my daughter danced herself into the coffee table and gave herself a nice shiner yea shes a wh8230,neutral,davidson
keep those away frm charlie day rt just once in my life id like for someones favorite part of my body to be my disgusting knees,neutral,davidson
mint oreos gtgtgt,neutral,davidson
seems if they dont come up with it its trash nobody outside hollywood knows what ppl will pay to seeha guess those in hw dont,neutral,original
word to my bird,neutral,davidson
skate 2 trash skate 3 had goat dlc,neutral,davidson
new show announced in lutsen mn at papa charlies on january 29 2011,neutral,davidson
happy blubloods friday off to to sit down with the gang on cbs this morning join us in the 8 oclock ho8230,neutral,davidson
shes just mad cuz her big toe looks like an angry bird haha,neutral,davidson
lol my credit aint no where near good but i know the right man for the job that ho nice though,neutral,davidson
for lots of great oldies check out memories and more with yankee rose today from 100 pm to 400 pm eastern,neutral,davidson
did everyone elses parents use to refer to the power puff girls as powder puff girls or were mine just exceptionally retarded,neutral,original
you and me having twitter bird shaped pancakes that would just be a start,neutral,original
penn state tryna slant and screen all the way down the field lol,neutral,davidson
thuggery cheating talking trash whos doing that besides jameis and isnt nd in the middle of cheating issues,neutral,original
lester the parasitic spider monkey had 1 redeeming quality he ran the boat amp the boat attracted women only in c8230,neutral,original
i like where ur domes at smart,neutral,davidson
bags bags thats that bag money trash bag black and its filled up with money,neutral,davidson
mt ted cruz we are proud wacko birds standwithcruz keepcruzing is that a pun,neutral,davidson
8220 wtf is flappy bird8221 are you kidding me,neutral,davidson
we gunna laff at chavarubio beaner supporters in a min,neutral,davidson
photo check for background spooks,neutral,davidson
dont feel like reading right now i wanna give a sexy coolie girl some lyrics via text message,neutral,davidson
feel same way about new england patriots amp new york yankees but unlike u ive worked in boston amp nyc texas prison is upgrade,neutral,davidson
ive only watched 10mins of this trash and i feel like i just wasted some valuable minutes of my life that i can never get b8230,neutral,original
sounds like gypos to me they used to do this all the time where i lived,neutral,davidson
we in this bitch finna get crunk eyebrows on double papp 128165128165,neutral,original
so city lights is a charlie chaplin movie by via,neutral,davidson
