text,label
u might be a faggot if u pull outta the pussy to bust bro,offensive
hope gezus gets shot in his faggot head houston nbombs,hate_speech
8220 cowboys win games during the regular season but when they get to the playoffs that trash af lol8221 hating ass nigga,hate_speech
texting bitches at 1112 to make their dreams come true,offensive
im a faggot,hate_speech
omg you wont say it to my face stupid ass hoes talkin shit imma whoop her ass over dramatic teenage girls,hate_speech
damn amp his nigger music waking up the whole school in the morning 128664127926128543,hate_speech
no bitches nan,offensive
those ratchet broads dont represent me but your white ass cant talk trash about them cause you on racist shit black,offensive
stacey dash won 128166 baddest bitch evaaaa,hate_speech
fags,hate_speech
bitch caught a body about a week ago fuck with us and we get to tweekin hoe run up on that niggah get to,offensive
how are and i supposed talk shit about bitch ass now that he has a twitter confused lt3,offensive
my nig yes black people live in wisconsin lmao shock da shit out me too learnsomethingeveryday,offensive
having one of those days where a pimp wants to unfollow every bitch in a 30 mile radius on ig that wont let me beat,offensive
we hate the yankees though right i feel like im really good at hating them,hate_speech
heard that bitch gtta thang for them boss niggas,hate_speech
if a bitch has to fuss ampampfight over a niggah thats hugged up ampamp bood up w the next bitch clearly doesnt gaf bout u,offensive
icepick punk bitch blood in the mosh pit,offensive
the price is wrong bitch,offensive
but im calling this bitch yeah ok after you called me i return calls especially if it aint my girl8230,offensive
going to the creek with my bitches tomorrow,offensive
now all the hoes bout to post the saints lost but im still cute pics on the gram 128514128514128514,offensive
nappy headed hoes cant call anyone ugly stop embarrassing yourself pls,offensive
i like how his tattoo on his head forms a mullet white trash people can be so entertaining sometimes,offensive
i been slackin on the ice game i needa cop a watch so i can fuck me a instagram hoe amp press block,offensive
stafford you pussy,offensive
bahaha karma is a bitch,offensive
amazing you know what they say about birds of a feather,neutral
well that sucks that kobe is out now hes still filthy you can hate him all u want but if you dont have respect for him ur retarded,offensive
pussy,offensive
dont mind black peoplehate niggers,hate_speech
ugly ass hoe wanna be me so bad bitch gone on 999665039,offensive
y dont u end us monkeys then u hate us because were better than crackers amp i love it deep down u know weve done nothin 2 u,hate_speech
mane yall niccas crazy af wiz old shit got niccas bitin his style n errthan,offensive
lmaoooooo rt rt dre really is a big sloppy bitch hes fat as shit,offensive
fuck those faggots,hate_speech
haha ight nig calm yoself,hate_speech
when you hear ya homie with no hoes lying,offensive
who else hated this bitch nigga,hate_speech
i dont want yo bitch she gotta be foreign 128564,offensive
gayer then 2 faggots in bed together128129,hate_speech
jesus i would love to do that and more to those muzzie torturers fucking animal savages,hate_speech
bro dont argue with these rejected ass disney models bitches better go play in some food8230,offensive
wtf r u talking about i was in plano tx what r u talking about pussy boy,offensive
really wanna go biking downtown the current lack of sunglasses not cool not happy prepare the bitch face,offensive
hate this dyke,hate_speech
this is true rt charlie clips the coldest battle rapper doing it no debating,neutral
hes a faggot,hate_speech
loyalty is not dead gtfo dont marginalize me bitch,offensive
now mfa dont wanna spend a dime wit em prolly out here yelling money over bitches,offensive
you a hoe if you leaving a mans house right now with a costume on,offensive
did he say wayne chung bitch,offensive
pitch chip and slide ur dick in tight clam 22 love it mywife,offensive
i hate trailer trash 128567,hate_speech
fuckin muzzie cunts should all be deported savages,hate_speech
like freaky bitch but i fucks with her,offensive
team no hoes 128514128076,offensive
yeah i have acne but i still pull hotter bitches than you,offensive
bitch you old ass mushroom ass bitch looking like a moldy ass toe wobbly raggedy ass vagina face bye,offensive
them jigaboos aka homewreckers needs to get blocked,hate_speech
yu a bitch made nigga,offensive
news flash obama won the election and increase their numbers in congress stop with the bullshit already and compromise bitches,offensive
cant trust niggas when it come to bitches,hate_speech
these bitches dont love nobody amp the hos is for everybody,offensive
if i see a bitch walking around wearing what rihanna had on ima grab a titty and hoe i dare you to get mad we can fight ab8230,offensive
the ghetto hoes love feeling a nigga abs ya heard me,offensive
chava needs to stay in his lane and keep sending gyro to hell you dont want it with the big boys you dirt infest ass beaner,hate_speech
stacey dash won 128166 baddest bitch evaaaa,hate_speech
but naawww though yall hoes is fu dont fucking play wme,offensive
i have zero hoes 128533,offensive
that shade of faggot clashes with your eye color,hate_speech
wayne crazy new orleans ass nicca lol,offensive
over bitches trying to act like i own them a picture,offensive
aint like them guys who wine and dine to keep they women my bitches only want two things thats to get high and kick it,offensive
and its gotta be some ghetto fool,neutral
joshua is a faggot just suspend him on those grounds,hate_speech
like snoop said in 94 we dont love these hoes,offensive
i never played a bitch but bitches most definitely played they self,offensive
i am that queer gnarles charles and no it wasnt me,offensive
pennsylvania is white trash and is so are all pennsylvanians,hate_speech
i am so damn done dealing with hoes with kids puerto rican dominican i dont care,offensive
trash liars rt these law students are terrible liars htgawm,neutral
california is full of white trash,hate_speech
where you been at nigglet i aint seen you in a while,offensive
at the end of the day seniors still love that young fresh pussy from west case closed,offensive
hope you guys do get attacked for supporting sopa bunch of dirty snake faggots,hate_speech
8220 i live in constant fear of being shit on by a bird8221 well this actually fucking happened to me before sooooo 128529,offensive
i see a picture of you smoking such a man of god disgraceful nig you sir are an embarrassment,hate_speech
what a wetback looks like when he gets caught crossing the border,hate_speech
amp the hunters anthem goes al goreing we will go hi ho the dairy o al goreing we will go,neutral
pussy pussy pussy,offensive
you cant find what you lookin for cuz you too busy likin 2 or 3 bitches at a time and all the same,offensive
darf retarded lol,offensive
meanwhile in canada a monkey in a winter coat escapes in an ikea via,neutral
dani alves pulled off that hairstyle neymar just looks like a faggot,hate_speech
kill yourself ugly ass monkey looking shit,hate_speech
azmonsoon lot of rain too bad it wasnt enough to wash away the teabagger racist white trash in the state tcot teaparty azflooding,hate_speech
8220 jose ur mean 8221 i said ily stfu hoe,offensive
god bless the dumb niggas who trust these hoes,offensive
hey you bitch you should get the on your show theyd be perfect for it im kidding about the bitch part,offensive
johnny rebel if i could be a nigger for a day,hate_speech
idk i gotta think about it cause them bitches small as shit,offensive
